Infraccio_Codi;Infraccio_Desc_Curta_CA;Infraccio_Desc_Curta_ES;Infraccio_Desc_Llarga_CA;Infraccio_Desc_Llarga_ES;Data_Inici_Vigencia;Data_Fi_Vigencia;Article;Normativa;Import_Nominal_?;Tipus_Infraccio;Punts_A_Retirar;Autoritat
1109;ESTACIONAMENT PROHIBIT CARRIL MULTIUS;ESTAC PROHIBIDO CARRIL MULTIUSO;Estacionar alla on ho prohibeix el senyal corresponent, carril multius;-;2010-05-25;9999-12-31;70.2 O;OCVV;60;E;0;Il.lm./a Sr./a Regidor/a del Districte
1110;ESTACIONAR VEHICLE PER VENDA O LLOGUER;ESTACIONAR VEHICULO PARA VENTA/ALQUILER;Estacionar vehicles a la via publica per a la seva venda o lloguer;-;2010-05-25;9999-12-31;29. 21;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1111;ESTACIONAR VEHICLE AMB FI PUBLICITARI;ESTACIONAR VEHICULO CON FIN PUBLICITARIO;Estacionar vehicles a la via publica amb finalitats fonamentalment publicitaries;-;2010-05-25;9999-12-31;29. 21;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1112;EXCEDIR TEMPS DE PARADA TRANSPORT REGULAR/DISCRECIONAL;EXCEDER TIEMPO DE PARADA TRANSPORT REGULAR/DISCRECIONAL;Fer parades de transport public de linia regular o discrecional sense ajustar-se al temps autoritzat.;-;2010-05-25;9999-12-31;25. 1;OCVV;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1114;ESTACIONAR EN ZONA BLAVA SENSE ACREDITACIO VALIDA;ESTACIONAR EN ZONA AZUL SIN ACREDITACION VALIDA;(Zona Blava) Fer us d'una targeta no expedida per l'administracio (us de fotocopia, reproduccio) als efectes de gaudir en zona blava de les facultats d'estacionament reservades a persones amb mobilitat reduida/diversitat funcional;-;1900-01-03;9999-12-31;33. 1;OCVV;50;E;0;Il.lm./a Sr./a Regidor/a del Districte
1115;ESTACIONAR CARREGA/DESCARREGA SENSE ACREDITACIO VALIDA;ESTACIONAR CARGA/DESCARGA SIN ACREDITACION VALIDA;(Zona carrega/descarrega) Fer us d'una targeta no expedida per l'administracio (us de fotocopia, reproduccio) als efectes de gaudir de les facultats d'estacionament per persones amb mobilitat reduida/diversitat funcional en zona de carrega i descarrega;-;1900-01-03;9999-12-31;33. 1;OCVV;60;E;0;Il.lm./a Sr./a Regidor/a del Districte
1116;ESTACIONAR EN ZONA DISCAPACITATS SENSE ACREDITACIO VALIDA;ESTACIONAR EN ZONA DISCAPACITADOS SIN ACREDITACION VALIDA;(Zona reserv. pers. mobilitat reduida) Fer us targeta no expedida per administr (us fotocopia, reproduc) als efectes de gaudir facultats estacionament per persones amb mobilitat reduida/diversitat funcional en zona reservada a persones mobilitat reduida;-;1900-01-03;9999-12-31;33. 1;OCVV;100;E;0;Il.lm./a Sr./a Regidor/a del Districte
1117;ESTACIONAR ZONA RESERVADA SENSE ACREDITACIO VALIDA;ESTACIONAR ZONA RESERVADA SIN ACREDITACION VALIDA;(Zona reservada altres usuaris) Fer us d'una targeta no expedida per administracio (us de fotocopia, reproduccio) als efectes de gaudir de facultats d'estacionament per persones amb mobilitat reduida/diversitat funcional en zona reservada a altres usuaris;-;1900-01-03;9999-12-31;33. 1;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1120;PARAR SOBRE CARRILS TRAMVIA/FERROCARRIL;PARAR SOBRE RAILES TRANVIA/FERROCARRIL;Parar sobre rails de tramvia o ferrocarril.;-;2021-10-12;9999-12-31;70.2 E;OCVV;70;E;0;Il.lm./a Sr./a Regidor/a del Districte
1121;PARAR PROP REBAIX VORERA PER A PERSONA AMB DISCAPACITAT;PARAR CERCA REBAJE ACERA PARA PERSONA CON DISCAPACIDAD;Parar al costat de rebaixos de les voreres per a persones amb mobilitat reduida/diversitat funcional .;-;2002-01-01;9999-12-31;70.2 B;OCVV;30;E;0;Il.lm./a Sr./a Regidor/a del Districte
1122;PARAR DIFICULTANT LA CIRCULACIO;PARAR DIFICULTANDO LA CIRCULACION;Parar obstaculitzant la circulacio;-;2002-01-01;9999-12-31;70.2 F;OCVV;60;E;0;Il.lm./a Sr./a Regidor/a del Districte
1123;CIRCULAR BICICLETA/VMP/CICLE PER CARRIL RESERVAT BUS TAXI;CIRCULAR BICICLETA/VMP/CICLO POR CARRIL RESERVADO BUS TAXI;Circular bicicleta / VMP / cicle de mes de dues rodes per carril reservat (BUS/Taxi);Circular bicicleta / VMP / ciclo de mas de dos ruedas por carril reservado (BUS/Taxi);2018-10-30;9999-12-31;15;OCVV;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1124;ESTAC PROP VORADA IMPEDINT FEINES NETEJA;ESTAC CERCA ACERA IMPIDIEN FAENAS LIMPIE;Estacionar tan a prop de la vorada que s'impedeixin els treballs de neteja.;-;2010-05-25;9999-12-31;70.2 Q;OCVV;60;E;0;Il.lm./a Sr./a Regidor/a del Districte
1125;ESTACIONAR IMPEDINT LA CIRCULACIO;ESTACIONAR IMPIDIENDO LA CIRCULACION;Estacionar de manera que no permeti la circulacio en la resta d'espai disponible.;-;2010-05-25;9999-12-31;70.2 Q;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1126;ESTAC DOBLE/DIRECC UN CARRIL PER SENTIT;ESTAC DOBLE/DIRECC UN CARRIL POR SENTIDO;Estacionar en una calcada de doble sentit amb capacitat per a un carril en cada sentit.;-;2010-05-25;9999-12-31;70.2 F;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1127;ESTAC BLOQ MOV VEHICLES DEGUDAM ESTACION;ESTAC BLOQ MOV VEHICULOS DEBIDA ESTACION;Estacionar impedint el moviment d'altres vehicles ben estacionats;-;2010-05-25;9999-12-31;70.2 Q;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1128;ESTACIONAR EN ANDANA;ESTACIONAR EN ANDEN;Estacionar al voral.;-;2010-05-25;9999-12-31;70.2 L;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1129;ESTAC EN PERIODES ALTERNS AL COSTAT NO CORRESPONENT;ESTAC EN PERIODOS ALTERNOS AL LADO NO CORRESPONDIENTE;Estacionar al costat que no correspon en carrers amb estacionament regulat en periodes alterns.;-;2010-05-25;9999-12-31;30. 4;OCVV;60;E;0;Il.lm./a Sr./a Regidor/a del Districte
1130;ESTACION PROHIBIT QUINZENAL ALTERN;ESTAC PROHIBIDO QUINCENAL ALTERNO;Estacionar alla on ho prohibeix el senyal corresponent (estacionament quinzenal);-;2010-05-25;9999-12-31;70.2 0;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1131;ESTAC MOT/CIC ENTRE VEHIC IMPEDINT ACCES;ESTAC MOT/CIC ENTRE VEHIC IMPIDIE ACCESO;Estacionar una motocicleta o un ciclomotor entre vehicles impedint-hi l'acces.;-;2010-05-25;9999-12-31;70.2 L;OCVV;50;E;0;Il.lm./a Sr./a Regidor/a del Districte
1132;ESTAC VEHICLE ZONA DESTINADA CONTENIDORS;ESTAC VEHICULO ZONA DESTINADA CONTENEDOR;Estacionar vehicles en una  zona destinada a la ubicacio de contenidors.;-;2003-05-21;9999-12-31;70.2 C;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1133;ESTAC VEHIC 2 RODES FORA ZONA PREVISTA;ESTAC VEHIC 2 RUEDAS FUERA ZONA PREVISTA;Estacionar una motocicleta o un ciclomotor fora de l'espai destinat especialment a aquesta finalitat.;-;2010-05-25;9999-12-31;70.2 L;OCVV;50;E;0;Il.lm./a Sr./a Regidor/a del Districte
1134;ESTAC ANTIREGL VEH 2 RODES VORERA 3-6 MT;ESTAC ANTIREGL VEH 2 RUEDAS ACERA 3-6 MT;Estacionar una motocicleta o un ciclomotor de forma diferent de l'autoritzada en una vorera de 3 a 6 metres;-;2010-05-25;9999-12-31;70.2 L;OCVV;50;E;0;Il.lm./a Sr./a Regidor/a del Districte
1137;CIRCUL ILLA VIANANTS HORES/DIES PROHIBIT;CIRCUL ISLA PEATONES HORAS/DIAS PROHIBID;Circular per una illa de vianants en hores o dies prohibits.;-;2003-05-21;9999-12-31;9. 2;OCVV;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1138;CIRCULAR VEHICLE PER PARCS O JARDINS;CIRCULAR VEHICULO EN PARQUES/JARDINES;Accedir o circular amb motocicletes o automobils en els parcs i jardins;-;1900-01-03;9999-12-31;9. 5;OCVV;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1139;CIRCULAR ANDANA/PASSEIG AMB MOTOCICLETA;CIRCULAR POR ANDEN/PASEO CON MOTOCICLETA;Circular per l'andana o per un passeig amb una motocicleta;Circular por anden o por un paseo con una motocicleta;2019-07-01;9999-12-31;121. 5;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1140;NO REDUIR VELOCITAT CARRER UNIC CARRIL;NO REDUCIR VELOCIDAD CALLE DE UN CARRIL;No reduir la velocitat en carrers d'un sol carril de circulacio.;-;2017-02-15;9999-12-31;11. 2;OCVV;40;M;0;Il.lm./a Sr./a Regidor/a del Districte
1141;NO REDUIR VELOC EN CARRER SENSE VORERES;NO REDUCIR VELOCIDAD EN CALLE SIN ACERAS;No reduir la velocitat en carrers sense vorera.;-;2017-02-15;9999-12-31;11. 2;OCVV;40;M;0;Il.lm./a Sr./a Regidor/a del Districte
1142;NO REDUIR VELOC SITUACIO AFLUENCIA VIAN;NO REDUCIR VELOC SITUAC AFLUENCIA PEATON;No reduir la velocitat en una situacio de gran afluencia de vianants.;-;2017-02-15;9999-12-31;11. 2;OCVV;40;M;0;Il.lm./a Sr./a Regidor/a del Districte
1143;NO REDUIR VELOCITAT PLUJA/NEU/POLS/FUM;NO REDUCIR VELOC LLUVIA/NIEVE/POLVO/HUMO;No reduir la velocitat en cas de pluja, neu, pols o fum.;-;2017-02-15;9999-12-31;11. 3;OCVV;40;M;0;Il.lm./a Sr./a Regidor/a del Districte
1144;NO REDUIR VELOCIT EN MAL ESTAT PAVIMENT;NO REDUCIR VELOC EN MAL ESTADO PAVIMENTO;No reduir la velocitat en cas de mal estat del paviment.;-;2017-02-15;9999-12-31;11. 3;OCVV;40;M;0;Il.lm./a Sr./a Regidor/a del Districte
1145;NO REDUIR VELOCITAT EN ESTRETOR DE VIA;NO REDUCIR VELOCIDAD EN ESTRECHEZ DE VIA;No reduir la velocitat a causa de l'estretor de la via.;-;2017-02-15;9999-12-31;11. 3;OCVV;40;M;0;Il.lm./a Sr./a Regidor/a del Districte
1153;NO REDUIR VELOCITAT EN CARRERS D'UNA ZONA 30;NO REDUCIR VELOCIDAD EN CALLES DE UNA ZONA 30;No reduir la velocitat en carrers d'una zona 30.;-;1900-01-03;9999-12-31;11. 2;OCVV;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1154;NO REDUIR VELOCITAT EN CARRER DE PRIORITAT INVERTIDA;NO REDUCIR VELOCIDAD EN CALLE DE PRIORIDAD INVERTIDA;No reduir la velocitat en carrers de prioritat invertida.;-;1900-01-03;9999-12-31;11. 3;OCVV;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1156;ESTACIONAR EN REBAIX DE VORERA PER A PERSONA DISCAPACITADA;ESTACIONAR EN REBAJE DE ACEERA PARA PERSONA DISCAPACITADA;Estacionar en els rebaixos de les voreres per als pas de persones amb mobilitat reduida/diversitat funcional .;-;2010-05-25;9999-12-31;70.2 B;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1157;ESTACIONA MOTO/CICLOM ESPAI DESTINAT ALTRE TIPUS VEHICLE;ESTACIONA MOTO/CICLOM ESPACIO DESTINADO OTRO TIPO VEHICULO;Estacionar una motocicleta o un ciclomotor ocupant un espai destinat i delimitat per a un altre tipus de vehicle.;-;2010-05-25;9999-12-31;70.2 L;OCVV;50;E;0;Il.lm./a Sr./a Regidor/a del Districte
1158;ESTACIONAR MOTO/CICLOMOT VORERA DAVANT ZONA RESERVADA;ESTACIONAR MOTO/CICLOMOT ACERA DELANTE ZONA RESERVADA;Estacionar una motocicleta o un ciclomotor en una vorera davant d'una zona reservada.;-;2010-05-25;9999-12-31;70.2 L;OCVV;50;E;0;Il.lm./a Sr./a Regidor/a del Districte
1159;ESTACIONA MOTO/CICLOMOT VORERA SOBREPASSANT ESCOSSELLS;ESTACIONA MOTO/CICLOMOT ACERA SOBREPASANDO ALCORQUES;Estacionar una motocicleta o un ciclomotor en una vorera entre els escossells sobrepassant-los.;-;2010-05-25;9999-12-31;70.2 L;OCVV;50;E;0;Il.lm./a Sr./a Regidor/a del Districte
1161;USAR DISPOSITIU ANUL.LANT SILENCIADOR;USAR DISPOSITIVO ANULANDO SILENCIADOR;Usar un dispositiu que anul.la l'accio del silenciador.;-;2003-05-21;9999-12-31;12. 2;OCVV;90;M;0;Il.lm./a Sr./a Regidor/a del Districte
1162;PARAR EN CARRILS RESERVATS EXCEPTE CARRILS BUS;PARAR EN CARRILES RESERVADOS EXCEPTO CARRILES BUS;Parar en carrils reservats;-;2010-05-25;9999-12-31;70.2 G;OCVV;60;E;0;Il.lm./a Sr./a Regidor/a del Districte
1163;ESTAC MOTO/CICLOM ANTIRREGLAMENTARI VORERA/PASSEIG MES 6 M;ESTAC MOTO/CICLOM ANTIRREGLAMENTARIO ACERA/PASEO MAS 6 M;Estacionar una motocicleta o un ciclomotor de forma diferent de l'autoritzada en una vorera, anadana o passeig de mes de 6 metres..;-;2010-05-25;9999-12-31;70.2 L;OCVV;50;E;0;Il.lm./a Sr./a Regidor/a del Districte
1164;ACCEDIR A VORERA/ANDANA PEL PAS DE VIANANTS;ACCEDER A ACERA/ANDEN POR EL PASO DE PEATONES;Accedir a la vorera, andana o passeig, una motocicleta o ciclomotor per estacionar en aquesta, pels passos destinats als vianants amb el motor en marxa i assegut en el seient.;-;2015-11-07;9999-12-31;13;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1165;ESTACIONA MOTO/CICLOM EN VORERA SENSE ESPAI 3 M VIANANTS;ESTACIONAR MOTO/CICLOM EN ACERA SIN ESPACIO 3 M PEATONES;Estacionar una motocicleta o un ciclomotor sense deixar un espai lliure pels vianants de 3 metres.;-;2010-05-25;9999-12-31;70.2 L;OCVV;50;E;0;Il.lm./a Sr./a Regidor/a del Districte
1168;ESTACIONAR EN EL SENTIT CONTRARI DE LA CIRCULACIO;ESTACIONAR EN EL SENTIDO CONTRARIO DE LA CIRCULACION;Estacionar en el sentit contrari de la circulacio;Estacionar en el sentido contrario de la circulacion;2021-04-22;9999-12-31;90. 2;RGC;200;E;0;Il.lm./a Sr./a Regidor/a del Districte
1180;ESTACIONAMENT D'UN AUTOCAR EN UNA ZONA RESERVADA;ESTACIONAMIENTO DE UN AUTOCAR EN UNA ZONA RESERVADA;Estacionar autocar en una zona reservada per encotxar i desencotxar superant el temps maxim autoritzat;-;1900-01-03;9999-12-31;70.2 C;OCVV;100;E;0;Il.lm./a Sr./a Regidor/a del Districte
1181;AUTOCAR AMB MANCA DE COMPROVANT HORARI;AUTOCAR CON FALTA DE COMPROBANTE HORARIO;Estacionar autocar amb manca de comprovant horari;-;1900-01-03;9999-12-31;70.2 I;OCVV;100;E;0;Il.lm./a Sr./a Regidor/a del Districte
1182;AUTOCAR ULTRAPASSANT LIMIT HORARI;AUTOCAR ULTRAPASANDO LIMITE HORARIO;Estacionar autocar ultrapassant limit horari;-;1900-01-03;9999-12-31;70.2 I;OCVV;100;E;0;Il.lm./a Sr./a Regidor/a del Districte
1183;ESTACIONAR UN AUTOCAR ON HO PROHIBEIX EL SENYAL CORRESPONENT;ESTACIONAR AUTOCAR DONDE LO PROHIBE LA SENAL CORRESPONDIENTE;Estacionar autocar on ho prohibeix el senyal corresponent;-;1900-01-03;9999-12-31;70.2 O;OCVV;100;E;0;Il.lm./a Sr./a Regidor/a del Districte
1184;ESTAC AUTOCAR EN ZONA AREA DESTINADA A ALTRE TIPUS VEHICLE;ESTAC AUTOCAR EN ZONA AREA DESTINADA A OTRO TIPU VEHICULO;Estacionar autocar en una zona area destinada a un altre tipus de vehicle;-;2018-01-26;9999-12-31;70.2 O;OCVV;100;E;0;Il.lm./a Sr./a Regidor/a del Districte
1185;ESTACIONAR EN ZONA DE RECARREGA DE VEHICLES ELECTRICS;ESTACIONAR EN ZONA DE RECARGA DE VEHICULOS ELECTRICOS;Estacionar en una zona de recarrega de vehicles electrics;-;1900-01-03;9999-12-31;70.2 C;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1186;ESTACIONAR VEHICLE ELECTRIC EN ZONA RECARREGA EXCEDINT TEMPS;ESTACIONAR VEHICULO ELECTRICO EN Z RECARGA EXCEDIENDO TIEMPO;Estacionar vehicle electric en zona de recarrega de vehicles electrics superant el limit establert per operacio recarrega;-;1900-01-03;9999-12-31;70.2 C;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1187;ESTACIONAR AUTOCAR ON HO PROHIBEIX SENYAL CORRESP HUB MONT;ESTACIONAR AUTOCAR DONDE PROHIBE SENYAL CORRESP HUB MONT;Estacionar autocar on ho prohibeix el senyal corresponent HUB PARC MONTJUIC;Estacionar autocar donde lo prohibe la senal correspondiente HUB PARC MONTJUIC;2022-06-16;9999-12-31;70.2 O;OCVV;100;E;0;Il.lm./a Sr./a Regidor/a del Districte
1188;ESTACIONAR VEH ELECTRIC ZONA RECARREGA RESERV PER ALTRE VEHI;ESTACIONAR VEH ELECTRICO ZONA RECARGA RESERV PARA OTRO VEHI;Estacionar vehicle electric en zona de recarrega de vehicles electrics reservada per un altre tipus de vehicle;Estacionar vehiculo electrico en zona de recarga de vehiculos electricos reservada para otros tipo de vehiculo;2019-01-07;9999-12-31;70.2 C;OCVV;90;E;0;Il.lm./a Sr./a Regidor/a del Districte
1189;ESTACIONAR AUTOCAR ZONA RESERVADA AUTOCAR SENSE RESERVA;ESTACIONAR AUTOCAR ZONA RESERVADA AUTOCAR SIN RESERVA;Estacionar autocar en una zona habilitada per a autocars nomes amb reserva, sense disposar de la mateixa;Estacionar autocar en una zona habilitada para autocares solo con reserva, sin disponer de la misma;2022-06-13;9999-12-31;70.2 I;OCVV;100;E;0;Il.lm./a Sr./a Regidor/a del Districte
1210;CIRCULA AMB EXCES DE VELOCITAT PER RAO DE VIA;CIRCULA CON EXCESO DE VELOCIDAD POR RAZON DE VIA;Circular amb exces de velocitat per raons de via.;-;2009-11-25;9999-12-31;50. 1;RGC;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1211;SUPERAR LIMIT VELOCITAT SENYAL ESPECIFIC;SUPERAR LIMITE VELOCIDAD SENAL ESPECIFIC;Circular amb exces de velocitat per raons de senyal, conductor o vehicle.;-;2009-11-25;9999-12-31;52. 1;RGC;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1212;SUPERAR LIMIT VELOCITAT VEHICLE ESPECIAL;SUPERAR LIMITE VELOCIDAD VEHIC ESPECIAL;Circular amb exces de velocitat per raons de senyal, conductor o vehicle (mes de 3.500 kg o mes de 9 passatgers).;-;2009-11-25;9999-12-31;52. 1;RGC;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1213;SUPERAR LIMIT VELOCITAT NORMA GENERAL;SUPERAR LIMITE VELOCIDAD NORMA GENERAL;Circular amb exces de velocitat per raons de via.;-;2022-03-21;9999-12-31;50. 1;RGC;300;M;2;Il.lm./a Sr./a  Regidor/a de Mobilitat
1214;SUPERAR LIMIT VELOCITAT SENYAL ESPECIFIC;SUPERAR LIMITE VELOCIDAD SENAL ESPECIFIC;Circular amb exces de velocitat per raons de senyal, conductor o vehicle.;-;2022-03-21;9999-12-31;52. 1;RGC;300;M;2;Il.lm./a Sr./a  Regidor/a de Mobilitat
1215;SUPERAR LIMIT VELOCITAT VEHICLE ESPECIAL;SUPERAR LIMITE VELOCIDAD VEHIC ESPECIAL;Circular amb exces de velocitat per raons de senyal, conductor o vehicle (mes de 3.500 kg o mes de 9 passatgers).;-;2022-03-21;9999-12-31;52. 1;RGC;300;M;2;Il.lm./a Sr./a  Regidor/a de Mobilitat
1216;SUPERAR LIMIT VELOCITAT NORMA GENERAL;SUPERAR LIMITE VELOCIDAD NORMA GENERAL;Circular amb exces de velocitat per raons de via.;-;2022-03-21;9999-12-31;50. 1;RGC;400;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1217;SUPERAR LIMIT VELOCITAT SENYAL ESPECIFIC;SUPERAR LIMITE VELOCIDAD SENAL ESPECIFIC;Circular amb exces de velocitat per raons de senyal, conductor o vehicle.;-;2022-03-21;9999-12-31;52. 1;RGC;400;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1218;SUPERAR LIMIT VELOCITAT VEHICLE ESPECIAL;SUPERAR LIMITE VELOCIDAD VEHIC ESPECIAL;Circular amb exces de velocitat per raons de senyal, conductor o vehicle (mes de 3.500 kg o mes de 9 passatgers).;-;2022-03-21;9999-12-31;52. 1;RGC;400;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1219;EXCES VELOCITAT PER RAO DE VIA;EXCESO DE VELOCIDAD POR RAZON DE VIA;Circular amb exces de velocitat per raons de via.;-;2022-03-21;9999-12-31;50. 1;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1220;EXCES VELOCITAT PER SENYAL/CONDUCT/VEHIC;EXCESO VELOCIDAD POR SENAL/CONDUCT/VEHIC;Circular amb exces de velocitat per raons de senyal, conductor o vehicle.;-;2022-03-21;9999-12-31;52. 1;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1221;EXCES VELOCITAT PER SENYAL/CONDUCT/VEHIC;EXCESO VELOCIDAD POR SENAL/CONDUCT/VEHIC;Circular amb exces de velocitat per raons de senyal, conductor o vehicle (mes de 3.500 kg o mes de 9 passatgers).;-;2022-03-21;9999-12-31;52. 1;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1222;EXCES VELOCITAT PER RAO DE VIA;EXCESO VELOCIDAD POR RAZON DE VIA;Circular amb exces de velocitat per raons de via.;-;2022-03-21;9999-12-31;50. 1;RGC;600;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1223;EXCES VELOCITAT PER SENYAL/CONDUCT/VEHIC;EXCESO VELOCIDAD POR SENAL/CONDUCT/VEHIC;Circular amb exces de velocitat per raons de senyal, conductor o vehicle.;-;2022-03-21;9999-12-31;52. 1;RGC;600;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1224;EXCES VELOCITAT PER SENYAL/CONDUCT/VEHIC;EXCESO VELOCIDAD POR SENAL/CONDUCT/VEHIC;Circular amb exces de velocitat per raons de senyal, conductor o vehicle (mes de 3.500 kg o mes de 9 passatgers).;-;2022-03-21;9999-12-31;52. 1;RGC;600;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1228;SUPERAR LIMIT VELOCITAT VEHICLE ESPECIAL;SUPERAR LIMITE VELOCIDAD VEHIC ESPECIAL;Circular amb exces de velocitat per raons de via  (mes de 3.500 kg o mes de 9 passatgers).;-;2009-11-25;9999-12-31;50. 1;RGC;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
1229;SUPERAR LIMIT VELOCITAT VEHICLE ESPECIAL;SUPERAR LIMITE VELOCIDAD VEHIC ESPECIAL;Circular amb exces de velocitat per raons de via (mes de 3.500 kg o mes de 9 passatgers).;-;2022-03-21;9999-12-31;50. 1;RGC;300;M;2;Il.lm./a Sr./a  Regidor/a de Mobilitat
1230;SUPERAR LIMIT VELOCITAT VEHICLE ESPECIAL;SUPERAR LIMITE VELOCIDAD VEHIC ESPECIAL;Circular amb exces de velocitat per raons de via (mes de 3.500 kg o mes de 9 passatgers).;-;2022-03-21;9999-12-31;50. 1;RGC;400;M;4;Il.lm./a Sr./a  Regidor/a de Mobilitat
1231;EXCES VELOCITAT PER RAO DE VIA;EXCESO VELOCIDAD POR RAZON DE VIA;Circular amb exces de velocitat per raons de via (mes de 3.500 kg o mes de 9 passatgers).;-;2022-03-21;9999-12-31;50. 1;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1232;EXCES VELOCITAT PER SENYAL/CONDUCT/VEHIC;EXCESO VELOCIDAD POR SENAL/CONDUCT/VEHIC;Circular amb exces de velocitat per raons de via (mes de 3.500 kg o mes de 9 passatgers).;-;2022-03-21;9999-12-31;50. 1;RGC;600;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1300;CONDUIR BICI/VMP/CICLE NEGLIGENT CREANT RISC RESTA USUAR;CONDUCIR BICI/VMP/CICLO NEGLIGENTE CREANDO RIESGO RESTO USU;Conduir una BICI/VMP/CICLE de manera negligent creant-hi un risc cert i rellevant per a la resta d'usuaris.;-;2017-07-01;9999-12-31;3. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1301;CIRC PATI O SIMIL A MAJOR VELOC VIANANTS;CIRC PATIN O SIMIL A MAYOR VELOC PEATON;Circular en patinet, monopati o aparell similar per una vorera, andana o zona residencial degudament senyalitzada a mes velocitat que un vianant.;-;2002-01-01;9999-12-31;121. 4;RGC;30;M;0;Il.lm./a Sr./a Regidor/a del Districte
1302;CONDUIR MANERA NEGLIGENT CREANT-HI RISC RESTA D'USUARIS;CONDUCIR MODO NEGLIGENTE CREANDO RIESGO A RESTO DE USUARIOS;Conduir un vehicle de dues rodes de manera negligent creant-hi un risc cert i rellevant per a la resta d'usuaris.;-;2009-11-25;9999-12-31;3. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1303;CONDUIR MANERA NEGLIGENT CREANT-HI RISC RESTA D'USUARIS;CONDUCIR MODO NEGLIGENTE CREANDO RIESGO A RESTO USUARIOS;Conduir un vehicle de manera negligent creant-hi un risc cert i rellevant per a la resta d'usuaris.;-;2009-11-25;9999-12-31;3. 1;RGC;200;M;0;Il.lm./a Sr./a Regidor/a del Districte
1304;CONDUIR MANERA MANIFESTAMENT TEMERARIA;CONDUCIR MODO MANIFIESTAMENTE TEMERARIO;Conduir un vehicle de dues rodes de manera manifestament temeraria.;-;2016-01-31;9999-12-31;3. 1;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1305;CONDUIR MANERA MANIFESTAMENT TEMERARIA;CONDUCIR MODO MANIFIESTAMENTE TEMERARIO;Conduir un vehicle de manera manifestament temeraria.;-;2016-01-31;9999-12-31;3. 1;RGC;500;M;6;Il.lm./a Sr./a  Regidor/a de Mobilitat
1306;LLENCAR OBJECTE QUE POT PRODUIR INCENDI O ACCIDENT;ARROJAR OBJETO QUE PUEDE PRODUCIR INCENDIO O ACCIDENTE;Llencar a la via publica o als seus voltants un objecte que pugui ocasionar un incendi o un accident de circulacio.;-;2022-03-24;9999-12-31;6. 1;RGC;500;M;6;Il.lm./a Sr./a  Primer Tinent/a d'Alcaldia.
1307;USUARI  PATINET MONOP  ENTORPEIX CIRCULACIO O CAUSA PERILL;USUARIO PATINETE MONOP  ENTORPECE CIRCUL O CAUSA PELIG;Usuaris de la via que circulen amb patinet, monopati o aparell similar que entorpeixen indegudament la circulacio o causen perill, perjudicis o molesties innecessaries a la resta usuaris;Usuarios de la via que circulan con patinete, monopatin o aparato similar que entorpezcan indevidamente la circulacion o causen peligro, perjuicio  o molestias innecesarias al resto de los usuarios;2021-05-27;9999-12-31;2;RGC;100;M;0;Il.lm./a Sr./a Regidor/a del Districte
