price,rooms,bathroom,lift,terrace,square_meters,real_state,neighborhood
1500,3,3,TRUE,TRUE,92,attic,Ciutat Vella
3000,4,3,TRUE,FALSE,200,attic,Eixample
740,1,1,TRUE,TRUE,29,attic,Sarria-Sant Gervasi
3375,5,3,TRUE,FALSE,296,attic,Sarria-Sant Gervasi
1150,4,2,TRUE,TRUE,81,attic,Horta- Guinardo
1350,2,1,TRUE,TRUE,60,attic,Sarria-Sant Gervasi
1650,2,1,TRUE,TRUE,62,attic,Eixample
750,0,1,TRUE,FALSE,53,attic,Sants-Montjuic
890,2,1,FALSE,TRUE,50,attic,Horta- Guinardo
7500,5,4,TRUE,TRUE,225,attic,Sarria-Sant Gervasi
3700,6,5,TRUE,FALSE,180,attic,Sarria-Sant Gervasi
1225,2,1,FALSE,FALSE,85,attic,Eixample
1150,2,1,TRUE,TRUE,70,attic,Horta- Guinardo
1800,3,2,TRUE,TRUE,110,attic,Sarria-Sant Gervasi
2790,4,3,TRUE,TRUE,205,attic,Eixample
1000,1,1,TRUE,TRUE,66,attic,Sarria-Sant Gervasi
1000,1,1,TRUE,TRUE,66,attic,Sarria-Sant Gervasi
1200,2,2,TRUE,FALSE,60,attic,Sant Martí
875,2,1,FALSE,FALSE,50,attic,Eixample
770,2,1,FALSE,TRUE,42,attic,Sants-Montjuic
1126,1,1,TRUE,TRUE,50,attic,Eixample
939,3,1,FALSE,TRUE,77,attic,Nou Barris
1400,4,1,TRUE,TRUE,130,attic,Horta- Guinardo
950,2,2,TRUE,TRUE,65,attic,Horta- Guinardo
750,2,1,FALSE,TRUE,60,attic,Sant Andreu
2650,4,3,TRUE,TRUE,180,attic,Eixample
1200,2,1,TRUE,TRUE,86,attic,Eixample
950,1,1,FALSE,TRUE,55,attic,Sant Martí
900,2,1,TRUE,TRUE,55,attic,Horta- Guinardo
800,2,1,FALSE,FALSE,48,attic,Sarria-Sant Gervasi
950,1,1,TRUE,TRUE,55,attic,Gracia
1400,2,1,TRUE,TRUE,62,attic,Eixample
3200,4,3,TRUE,TRUE,155,attic,Sarria-Sant Gervasi
1250,2,1,FALSE,TRUE,90,attic,Gracia
2500,3,3,TRUE,TRUE,165,attic,Sarria-Sant Gervasi
2650,4,3,TRUE,TRUE,78,attic,Eixample
450,0,1,FALSE,FALSE,25,attic,Gracia
750,0,1,TRUE,FALSE,28,attic,Ciutat Vella
660,1,1,TRUE,FALSE,37,attic,Ciutat Vella
3500,4,3,TRUE,TRUE,230,attic,Sarria-Sant Gervasi
1350,2,1,TRUE,TRUE,75,attic,Eixample
5500,4,3,TRUE,TRUE,250,attic,Les Corts
2600,5,5,TRUE,FALSE,272,attic,Les Corts
1960,1,1,TRUE,TRUE,50,attic,Gracia
895,1,1,TRUE,TRUE,32,attic,Gracia
1750,2,2,TRUE,FALSE,116,attic,Gracia
1100,3,2,TRUE,TRUE,95,attic,Eixample
3600,5,4,TRUE,TRUE,200,attic,Horta- Guinardo
2500,3,2,TRUE,TRUE,140,attic,Sarria-Sant Gervasi
900,1,1,TRUE,TRUE,49,attic,Sarria-Sant Gervasi
770,1,1,TRUE,TRUE,30,attic,Sarria-Sant Gervasi
2500,3,2,TRUE,TRUE,140,attic,Sarria-Sant Gervasi
850,3,2,FALSE,FALSE,90,attic,Horta- Guinardo
1040,2,1,TRUE,TRUE,40,attic,Eixample
2650,4,3,TRUE,TRUE,187,attic,Eixample
1050,2,1,TRUE,TRUE,55,attic,Sarria-Sant Gervasi
2800,2,2,TRUE,TRUE,123,attic,Sarria-Sant Gervasi
2500,3,2,TRUE,TRUE,140,attic,Sarria-Sant Gervasi
1050,2,1,TRUE,TRUE,58,attic,Eixample
1600,3,2,TRUE,TRUE,72,attic,Gracia
5200,4,4,TRUE,TRUE,398,attic,Sarria-Sant Gervasi
950,1,1,FALSE,TRUE,40,attic,Eixample
3900,3,3,TRUE,TRUE,191,attic,Les Corts
3000,4,4,TRUE,TRUE,220,attic,Eixample
1100,1,1,FALSE,TRUE,70,attic,Sants-Montjuic
3000,4,3,TRUE,TRUE,190,attic,Eixample
800,1,1,TRUE,FALSE,42,attic,Les Corts
3600,3,3,TRUE,TRUE,200,attic,Eixample
1050,2,1,TRUE,FALSE,56,attic,Eixample
1280,1,1,TRUE,TRUE,69,attic,Ciutat Vella
975,1,1,TRUE,FALSE,55,attic,Eixample
3900,3,2,FALSE,FALSE,150,attic,Sarria-Sant Gervasi
3600,3,3,TRUE,TRUE,220,attic,Eixample
800,0,1,FALSE,FALSE,43,attic,Ciutat Vella
1200,2,1,TRUE,TRUE,68,attic,Eixample
890,1,1,TRUE,FALSE,54,attic,Sarria-Sant Gervasi
1350,2,1,FALSE,TRUE,75,attic,Eixample
650,1,1,TRUE,TRUE,55,attic,Eixample
799,2,1,TRUE,TRUE,54,attic,Nou Barris
2900,4,3,TRUE,TRUE,120,attic,Les Corts
750,1,1,FALSE,TRUE,40,attic,Gracia
900,2,1,TRUE,TRUE,54,attic,Sant Andreu
2150,2,2,TRUE,TRUE,115,attic,Eixample
1075,2,1,TRUE,TRUE,60,attic,Gracia
750,1,1,TRUE,TRUE,35,attic,Sants-Montjuic
3500,2,2,TRUE,FALSE,193,attic,Sarria-Sant Gervasi
1500,3,3,TRUE,TRUE,92,attic,Ciutat Vella
3500,2,2,TRUE,TRUE,113,attic,Eixample
750,3,1,TRUE,FALSE,55,attic,Nou Barris
800,3,1,FALSE,FALSE,63,attic,Horta- Guinardo
800,1,1,FALSE,TRUE,50,attic,Sarria-Sant Gervasi
950,3,1,TRUE,TRUE,103,attic,Horta- Guinardo
5500,5,4,TRUE,TRUE,429,attic,Les Corts
895,1,1,TRUE,TRUE,32,attic,Gracia
1300,3,1,TRUE,TRUE,80,attic,Gracia
825,1,1,TRUE,FALSE,45,attic,Eixample
930,4,1,TRUE,FALSE,75,attic,Sant Andreu
850,2,1,TRUE,TRUE,40,attic,Horta- Guinardo
1300,2,1,TRUE,TRUE,54,attic,Ciutat Vella
925,1,1,TRUE,TRUE,32,attic,Gracia
2200,2,2,TRUE,FALSE,79,attic,Sant Martí
1395,2,2,TRUE,TRUE,65,attic,Eixample
3500,2,2,TRUE,TRUE,113,attic,Eixample
3500,3,3,TRUE,TRUE,191,attic,Les Corts
2400,2,2,TRUE,TRUE,94,attic,Gracia
800,2,1,TRUE,FALSE,58,attic,Horta- Guinardo
3400,3,2,TRUE,TRUE,170,attic,Gracia
750,1,1,FALSE,TRUE,40,attic,Gracia
860,2,1,TRUE,FALSE,43,attic,Eixample
840,1,1,TRUE,TRUE,49,attic,Sarria-Sant Gervasi
1140,3,2,TRUE,TRUE,84,attic,Sants-Montjuic
620,3,1,FALSE,TRUE,56,attic,Horta- Guinardo
8500,4,5,TRUE,FALSE,313,attic,Sarria-Sant Gervasi
1550,2,1,TRUE,TRUE,70,attic,Eixample
1850,3,2,TRUE,FALSE,99,attic,Gracia
900,1,1,FALSE,TRUE,92,attic,Les Corts
900,2,1,TRUE,TRUE,45,attic,Sant Martí
850,1,1,TRUE,TRUE,55,attic,Sant Andreu
1800,3,2,TRUE,TRUE,122,attic,Sarria-Sant Gervasi
1050,3,2,TRUE,FALSE,90,attic,Sants-Montjuic
5500,4,3,TRUE,FALSE,277,attic,Sarria-Sant Gervasi
750,2,1,TRUE,TRUE,67,attic,Gracia
1000,3,2,TRUE,TRUE,75,attic,Horta- Guinardo
865,2,1,TRUE,TRUE,74,attic,Sarria-Sant Gervasi
1000,3,1,FALSE,TRUE,52,attic,Eixample
5000,3,2,TRUE,TRUE,250,attic,Sarria-Sant Gervasi
5200,5,4,TRUE,FALSE,398,attic,Sarria-Sant Gervasi
890,0,1,TRUE,TRUE,55,attic,Nou Barris
1000,2,1,TRUE,TRUE,65,attic,Ciutat Vella
1650,2,2,TRUE,TRUE,108,attic,Sarria-Sant Gervasi
1390,2,1,TRUE,FALSE,81,attic,Eixample
900,2,2,TRUE,TRUE,46,attic,Eixample
1900,5,3,TRUE,TRUE,240,attic,Horta- Guinardo
1300,1,1,TRUE,TRUE,50,attic,Sarria-Sant Gervasi
3500,2,2,TRUE,TRUE,150,attic,Sarria-Sant Gervasi
3200,5,3,TRUE,TRUE,200,attic,Sarria-Sant Gervasi
2200,5,2,TRUE,TRUE,190,attic,Sarria-Sant Gervasi
800,4,1,FALSE,FALSE,65,attic,Horta- Guinardo
1200,3,1,TRUE,TRUE,70,attic,Gracia
1250,2,1,FALSE,FALSE,65,attic,Gracia
580,1,1,FALSE,TRUE,40,attic,Eixample
1200,2,2,FALSE,TRUE,68,attic,Ciutat Vella
1400,1,1,TRUE,TRUE,56,attic,Ciutat Vella
700,2,1,TRUE,FALSE,45,attic,Horta- Guinardo
895,1,1,TRUE,TRUE,32,attic,Gracia
2200,2,2,TRUE,TRUE,126,attic,Gracia
820,2,1,TRUE,TRUE,70,attic,Sant Martí
735,1,1,TRUE,TRUE,25,attic,Sants-Montjuic
1550,1,1,TRUE,TRUE,62,attic,Eixample
1500,2,1,TRUE,TRUE,55,attic,Gracia
900,1,1,TRUE,TRUE,55,attic,Eixample
950,3,1,TRUE,FALSE,76,attic,Horta- Guinardo
1100,3,2,FALSE,FALSE,118,attic,Horta- Guinardo
930,4,1,TRUE,TRUE,85,attic,Sant Andreu
850,3,1,TRUE,TRUE,75,attic,Horta- Guinardo
1050,3,1,TRUE,TRUE,84,attic,Sants-Montjuic
950,2,1,FALSE,TRUE,67,attic,Sarria-Sant Gervasi
1800,3,1,TRUE,TRUE,147,attic,Sarria-Sant Gervasi
650,1,1,TRUE,TRUE,30,attic,Sarria-Sant Gervasi
4300,4,2,TRUE,TRUE,104,attic,Ciutat Vella
725,2,1,TRUE,FALSE,65,attic,Eixample
980,3,2,TRUE,FALSE,68,attic,Gracia
765,2,1,TRUE,TRUE,57,attic,Nou Barris
800,1,1,TRUE,TRUE,40,attic,Ciutat Vella
850,1,1,FALSE,FALSE,45,attic,Ciutat Vella
1300,3,1,TRUE,TRUE,70,attic,Eixample
1150,2,1,TRUE,FALSE,82,attic,Eixample
1100,2,1,TRUE,TRUE,54,attic,Ciutat Vella
1200,2,1,FALSE,TRUE,88,attic,Sant Andreu
1377,3,2,TRUE,TRUE,60,attic,Eixample
950,3,1,TRUE,FALSE,103,attic,Horta- Guinardo
1800,3,2,TRUE,TRUE,120,attic,Sarria-Sant Gervasi
890,3,1,TRUE,TRUE,83,attic,Eixample
755,2,1,FALSE,FALSE,46,attic,Sant Martí
1116,3,2,TRUE,TRUE,95,attic,Sarria-Sant Gervasi
2500,3,2,TRUE,FALSE,140,attic,Sarria-Sant Gervasi
690,1,1,TRUE,FALSE,30,attic,Les Corts
2900,4,2,TRUE,TRUE,150,attic,Sarria-Sant Gervasi
1280,3,2,TRUE,TRUE,70,attic,Eixample
1800,4,2,TRUE,TRUE,115,attic,Sant Martí
13000,5,6,TRUE,TRUE,280,attic,Eixample
3500,4,3,TRUE,TRUE,230,attic,Sarria-Sant Gervasi
2000,2,1,TRUE,FALSE,65,attic,Sarria-Sant Gervasi
1140,3,2,TRUE,TRUE,84,attic,Sants-Montjuic
835,1,1,TRUE,TRUE,35,attic,Sarria-Sant Gervasi
1200,3,1,TRUE,TRUE,70,attic,Eixample
1195,2,1,TRUE,TRUE,70,attic,Eixample
12000,3,3,TRUE,TRUE,271,attic,Sant Martí
9000,4,3,TRUE,TRUE,256,attic,Sant Martí
1250,2,1,FALSE,FALSE,58,attic,Ciutat Vella
1550,2,1,TRUE,FALSE,80,attic,Ciutat Vella
1300,1,1,FALSE,TRUE,60,attic,Ciutat Vella
945,1,1,TRUE,TRUE,52,attic,Sants-Montjuic
2800,1,1,TRUE,TRUE,50,attic,Ciutat Vella
850,2,1,FALSE,FALSE,36,attic,Eixample
1350,3,2,TRUE,TRUE,87,attic,Sarria-Sant Gervasi
850,1,1,TRUE,TRUE,40,attic,Les Corts
870,1,1,FALSE,TRUE,26,attic,Sants-Montjuic
1595,2,1,TRUE,FALSE,70,attic,Eixample
5500,5,4,TRUE,TRUE,429,attic,Les Corts
950,2,1,TRUE,FALSE,65,attic,Ciutat Vella
1500,4,2,TRUE,TRUE,91,attic,Eixample
770,1,1,TRUE,FALSE,30,attic,Sants-Montjuic
1800,3,2,TRUE,FALSE,80,attic,Sarria-Sant Gervasi
690,1,1,TRUE,FALSE,28,attic,Les Corts
2000,2,1,TRUE,TRUE,80,attic,Eixample
725,1,1,FALSE,TRUE,45,attic,Horta- Guinardo
1380,3,1,TRUE,TRUE,65,attic,Eixample
3950,3,3,TRUE,TRUE,220,attic,Sarria-Sant Gervasi
1100,3,1,TRUE,FALSE,61,attic,Sarria-Sant Gervasi
1150,1,1,TRUE,FALSE,60,attic,Ciutat Vella
2500,3,2,TRUE,TRUE,150,attic,Eixample
780,1,1,FALSE,TRUE,35,attic,Sants-Montjuic
1375,1,1,TRUE,TRUE,76,attic,Ciutat Vella
3180,4,3,TRUE,TRUE,165,attic,Sarria-Sant Gervasi
5500,6,4,TRUE,TRUE,250,attic,Les Corts
750,2,1,FALSE,FALSE,40,attic,Ciutat Vella
1075,1,1,TRUE,TRUE,56,attic,Sarria-Sant Gervasi
5500,5,3,TRUE,TRUE,250,attic,Sarria-Sant Gervasi
825,0,1,FALSE,FALSE,90,attic,Les Corts
995,2,1,FALSE,TRUE,42,attic,Eixample
1140,2,1,TRUE,FALSE,75,attic,Sants-Montjuic
2200,2,2,TRUE,FALSE,90,attic,Les Corts
1500,1,1,TRUE,TRUE,65,attic,Eixample
600,0,1,TRUE,FALSE,40,attic,Sants-Montjuic
1393,0,1,TRUE,FALSE,60,attic,Les Corts
1060,3,2,TRUE,TRUE,80,attic,Sant Martí
4500,6,3,FALSE,TRUE,250,attic,Sarria-Sant Gervasi
8500,3,3,TRUE,TRUE,200,attic,Sant Martí
1950,4,2,TRUE,TRUE,130,attic,Eixample
2500,2,1,TRUE,TRUE,90,attic,Ciutat Vella
5400,4,4,TRUE,TRUE,260,attic,Sarria-Sant Gervasi
1950,4,2,TRUE,FALSE,120,attic,Sarria-Sant Gervasi
850,2,1,FALSE,FALSE,68,attic,Les Corts
5500,5,8,TRUE,TRUE,280,attic,Sarria-Sant Gervasi
1488,2,2,TRUE,TRUE,78,attic,Eixample
1300,1,1,TRUE,TRUE,50,attic,Sants-Montjuic
4100,4,2,TRUE,TRUE,104,attic,Ciutat Vella
2200,2,2,TRUE,TRUE,70,attic,Eixample
1700,1,1,TRUE,FALSE,61,attic,Eixample
2300,2,2,TRUE,FALSE,70,attic,Eixample
2000,2,4,TRUE,FALSE,103,attic,Ciutat Vella
8000,5,6,TRUE,FALSE,280,attic,Sarria-Sant Gervasi
1600,2,2,TRUE,FALSE,80,attic,Sarria-Sant Gervasi
1900,2,2,TRUE,FALSE,96,attic,Sarria-Sant Gervasi
2250,2,1,TRUE,TRUE,85,attic,Eixample
5500,5,4,TRUE,TRUE,260,attic,Sarria-Sant Gervasi
3000,1,1,TRUE,TRUE,45,attic,Ciutat Vella
750,1,1,TRUE,FALSE,38,attic,Gracia
995,2,1,FALSE,TRUE,60,attic,Ciutat Vella
1250,1,1,TRUE,TRUE,57,attic,Eixample
1400,3,2,TRUE,FALSE,95,attic,Eixample
950,2,1,FALSE,FALSE,60,attic,Gracia
1050,2,1,TRUE,TRUE,62,attic,Eixample
761,2,1,FALSE,TRUE,59,attic,Sant Andreu
995,3,1,TRUE,FALSE,95,attic,Sant Martí
975,1,1,FALSE,TRUE,50,attic,Ciutat Vella
1250,2,1,FALSE,TRUE,65,attic,Ciutat Vella
750,3,1,TRUE,FALSE,60,flat,Horta- Guinardo
770,2,1,TRUE,FALSE,59,flat,Sant Andreu
1300,1,1,TRUE,TRUE,30,flat,Gracia
2800,1,1,TRUE,TRUE,70,flat,Ciutat Vella
720,2,1,TRUE,FALSE,44,flat,Sant Andreu
1350,3,3,TRUE,FALSE,84,flat,Sarria-Sant Gervasi
900,2,1,TRUE,FALSE,60,flat,Sarria-Sant Gervasi
1165,4,2,TRUE,FALSE,106,flat,Horta- Guinardo
1050,2,1,TRUE,FALSE,70,flat,Les Corts
2500,4,2,TRUE,FALSE,161,flat,Sarria-Sant Gervasi
1335,2,1,TRUE,FALSE,55,flat,Sant Martí
2200,4,2,TRUE,TRUE,175,flat,Eixample
2500,3,2,TRUE,TRUE,145,flat,Sarria-Sant Gervasi
980,2,2,TRUE,FALSE,82,flat,Eixample
1050,2,1,TRUE,FALSE,66,flat,Eixample
1350,3,2,TRUE,FALSE,95,flat,Eixample
1080,3,2,TRUE,FALSE,92,flat,Gracia
2500,3,2,TRUE,FALSE,130,flat,Les Corts
850,3,2,TRUE,FALSE,80,flat,Sants-Montjuic
1800,3,2,FALSE,FALSE,102,flat,Eixample
2300,2,2,TRUE,FALSE,150,flat,Eixample
950,4,1,TRUE,FALSE,90,flat,Sants-Montjuic
842,3,1,TRUE,FALSE,68,flat,Horta- Guinardo
1350,3,3,TRUE,FALSE,84,flat,Sarria-Sant Gervasi
900,2,1,TRUE,FALSE,60,flat,Sarria-Sant Gervasi
1165,4,2,TRUE,FALSE,106,flat,Horta- Guinardo
1050,2,1,TRUE,FALSE,70,flat,Les Corts
2500,4,2,TRUE,FALSE,161,flat,Sarria-Sant Gervasi
1335,2,1,TRUE,FALSE,55,flat,Sant Martí
900,1,1,TRUE,FALSE,45,flat,Eixample
1180,3,1,TRUE,TRUE,79,flat,Eixample
900,3,1,TRUE,FALSE,65,flat,Les Corts
1200,4,2,TRUE,FALSE,116,flat,Sarria-Sant Gervasi
750,1,1,FALSE,FALSE,45,flat,Eixample
1400,3,2,TRUE,FALSE,93,flat,Sarria-Sant Gervasi
852,4,1,TRUE,FALSE,75,flat,Sants-Montjuic
1250,4,2,TRUE,TRUE,98,flat,Eixample
750,2,1,FALSE,FALSE,60,flat,Gracia
1000,1,1,TRUE,FALSE,60,flat,Sarria-Sant Gervasi
1250,4,2,TRUE,FALSE,121,flat,Eixample
900,2,1,TRUE,FALSE,78,flat,Sant Martí
1450,4,2,TRUE,FALSE,177,flat,Sant Martí
900,2,1,TRUE,FALSE,55,flat,Sant Andreu
1350,3,2,TRUE,FALSE,76,flat,Sant Martí
1246,1,1,TRUE,FALSE,51,flat,Eixample
850,1,1,FALSE,FALSE,45,flat,Ciutat Vella
750,3,1,TRUE,FALSE,42,flat,Gracia
1580,3,2,TRUE,TRUE,110,flat,Ciutat Vella
1950,4,2,TRUE,TRUE,158,flat,Eixample
1060,4,2,TRUE,FALSE,90,flat,Sant Andreu
1350,3,2,TRUE,FALSE,104,flat,Sarria-Sant Gervasi
900,4,1,TRUE,FALSE,80,flat,Eixample
1600,2,2,TRUE,FALSE,100,flat,Eixample
625,2,1,TRUE,FALSE,41,flat,Horta- Guinardo
2550,2,2,TRUE,FALSE,137,flat,Ciutat Vella
925,4,2,TRUE,TRUE,101,flat,Sant Martí
1290,2,1,TRUE,FALSE,70,flat,Les Corts
780,2,1,FALSE,FALSE,62,flat,Horta- Guinardo
1300,5,3,TRUE,FALSE,130,flat,Eixample
1053,4,2,TRUE,FALSE,95,flat,Sant Martí
650,1,1,FALSE,FALSE,55,flat,Ciutat Vella
1500,4,2,TRUE,FALSE,150,flat,Eixample
1190,4,2,TRUE,FALSE,130,flat,Eixample
660,2,1,FALSE,FALSE,46,flat,Sant Andreu
1585,4,2,TRUE,TRUE,123,flat,Sarria-Sant Gervasi
950,4,1,TRUE,FALSE,79,flat,Sant Andreu
1850,3,3,TRUE,FALSE,140,flat,Sarria-Sant Gervasi
1080,3,1,TRUE,FALSE,72,flat,Sant Martí
1700,2,2,TRUE,FALSE,73,flat,Sant Martí
770,1,1,FALSE,FALSE,55,flat,Sants-Montjuic
3300,3,1,TRUE,FALSE,151,flat,Sarria-Sant Gervasi
700,2,1,FALSE,FALSE,50,flat,Sants-Montjuic
2900,4,1,TRUE,FALSE,138,flat,Sarria-Sant Gervasi
3300,4,1,TRUE,FALSE,153,flat,Sarria-Sant Gervasi
2300,3,1,TRUE,FALSE,113,flat,Sarria-Sant Gervasi
825,2,1,TRUE,FALSE,38,flat,Ciutat Vella
1100,2,1,TRUE,TRUE,76,flat,Ciutat Vella
1000,2,2,TRUE,TRUE,65,flat,Ciutat Vella
850,1,1,TRUE,FALSE,61,flat,Gracia
850,2,1,TRUE,FALSE,53,flat,Ciutat Vella
900,3,1,TRUE,FALSE,77,flat,Eixample
2000,4,3,TRUE,FALSE,202,flat,Eixample
1100,2,2,TRUE,FALSE,92,flat,Ciutat Vella
850,3,1,TRUE,FALSE,61,flat,Gracia
2850,3,2,TRUE,FALSE,171,flat,Eixample
4000,4,4,TRUE,FALSE,220,flat,Sarria-Sant Gervasi
900,2,2,TRUE,FALSE,60,flat,Ciutat Vella
1970,2,2,TRUE,FALSE,73,flat,Sant Martí
1210,2,1,TRUE,FALSE,47,flat,Sant Martí
1185,2,1,FALSE,FALSE,47,flat,Sant Martí
1900,2,2,TRUE,FALSE,73,flat,Sant Martí
1250,3,1,TRUE,FALSE,75,flat,Les Corts
795,2,2,TRUE,TRUE,59,flat,Nou Barris
780,3,1,TRUE,FALSE,68,flat,Horta- Guinardo
950,3,1,FALSE,TRUE,101,flat,Ciutat Vella
895,3,1,FALSE,TRUE,85,flat,Gracia
995,4,2,TRUE,FALSE,90,flat,Sants-Montjuic
780,2,1,FALSE,FALSE,51,flat,Nou Barris
2400,3,3,TRUE,FALSE,140,flat,Sarria-Sant Gervasi
1170,2,1,TRUE,TRUE,72,flat,Eixample
2200,2,1,TRUE,FALSE,65,flat,Sarria-Sant Gervasi
1300,3,1,TRUE,FALSE,85,flat,Eixample
730,1,1,FALSE,FALSE,40,flat,Ciutat Vella
1750,3,2,TRUE,FALSE,140,flat,Sarria-Sant Gervasi
1250,2,2,TRUE,FALSE,70,flat,Eixample
1000,1,1,TRUE,TRUE,51,flat,Gracia
800,2,1,TRUE,FALSE,60,flat,Gracia
2700,7,3,TRUE,FALSE,250,flat,Eixample
980,3,1,TRUE,FALSE,67,flat,Eixample
1195,1,1,TRUE,FALSE,95,flat,Sant Andreu
1700,4,2,TRUE,TRUE,95,flat,Eixample
1800,4,2,TRUE,TRUE,92,flat,Eixample
1350,4,2,TRUE,FALSE,120,flat,Eixample
930,2,1,TRUE,TRUE,70,flat,Sants-Montjuic
995,4,1,TRUE,TRUE,87,flat,Horta- Guinardo
1200,2,1,TRUE,TRUE,65,flat,Sarria-Sant Gervasi
850,2,1,TRUE,FALSE,47,flat,Ciutat Vella
990,2,2,FALSE,FALSE,80,flat,Sarria-Sant Gervasi
2550,2,2,TRUE,FALSE,123,flat,Ciutat Vella
1300,2,1,FALSE,FALSE,70,flat,Ciutat Vella
1350,2,1,TRUE,FALSE,65,flat,Ciutat Vella
2000,2,2,TRUE,TRUE,115,flat,Ciutat Vella
1475,2,2,FALSE,FALSE,121,flat,Ciutat Vella
1400,1,1,TRUE,FALSE,33,flat,Ciutat Vella
900,1,1,FALSE,FALSE,36,flat,Ciutat Vella
950,3,2,FALSE,FALSE,75,flat,Ciutat Vella
1300,1,1,FALSE,FALSE,68,flat,Ciutat Vella
1250,2,2,TRUE,TRUE,103,flat,Ciutat Vella
1100,3,2,TRUE,FALSE,85,flat,Ciutat Vella
2000,2,2,TRUE,TRUE,120,flat,Ciutat Vella
1100,1,1,TRUE,FALSE,68,flat,Ciutat Vella
1100,1,1,TRUE,FALSE,50,flat,Ciutat Vella
1600,3,2,TRUE,FALSE,122,flat,Ciutat Vella
1800,3,2,TRUE,FALSE,85,flat,Ciutat Vella
1000,3,1,FALSE,FALSE,70,flat,Ciutat Vella
702,2,1,TRUE,FALSE,37,flat,Ciutat Vella
3000,4,2,FALSE,TRUE,180,flat,Ciutat Vella
1700,2,2,TRUE,FALSE,120,flat,Ciutat Vella
1350,5,2,FALSE,FALSE,112,flat,Ciutat Vella
1175,3,2,FALSE,FALSE,97,flat,Ciutat Vella
1250,2,2,TRUE,FALSE,46,flat,Ciutat Vella
1100,2,1,TRUE,FALSE,46,flat,Ciutat Vella
800,3,1,FALSE,FALSE,55,flat,Ciutat Vella
1700,2,2,FALSE,TRUE,151,flat,Ciutat Vella
2000,2,2,FALSE,FALSE,121,flat,Ciutat Vella
1500,3,2,TRUE,FALSE,89,flat,Ciutat Vella
1100,1,1,TRUE,TRUE,40,flat,Ciutat Vella
690,1,1,FALSE,FALSE,37,flat,Ciutat Vella
1500,1,2,FALSE,FALSE,110,flat,Ciutat Vella
1100,2,2,TRUE,FALSE,58,flat,Ciutat Vella
2200,2,2,TRUE,TRUE,90,flat,Ciutat Vella
1350,2,2,TRUE,FALSE,46,flat,Ciutat Vella
1290,2,1,FALSE,FALSE,62,flat,Ciutat Vella
1900,2,2,TRUE,FALSE,99,flat,Ciutat Vella
1400,2,2,TRUE,TRUE,65,flat,Ciutat Vella
800,2,1,FALSE,FALSE,50,flat,Ciutat Vella
900,2,1,TRUE,FALSE,60,flat,Ciutat Vella
1050,1,1,FALSE,FALSE,80,flat,Ciutat Vella
1250,2,2,TRUE,TRUE,67,flat,Ciutat Vella
1200,1,1,TRUE,FALSE,65,flat,Ciutat Vella
1350,2,2,FALSE,FALSE,60,flat,Ciutat Vella
1200,2,2,FALSE,FALSE,70,flat,Ciutat Vella
1400,3,1,TRUE,FALSE,80,flat,Ciutat Vella
1500,2,2,TRUE,TRUE,98,flat,Ciutat Vella
1350,1,1,FALSE,TRUE,35,flat,Ciutat Vella
1250,2,1,FALSE,FALSE,65,flat,Ciutat Vella
1000,1,1,TRUE,TRUE,40,flat,Ciutat Vella
1250,2,2,TRUE,FALSE,46,flat,Ciutat Vella
1200,4,2,TRUE,FALSE,130,flat,Ciutat Vella
1600,3,2,TRUE,FALSE,173,flat,Ciutat Vella
5720,3,2,FALSE,FALSE,115,flat,Ciutat Vella
1500,2,2,TRUE,TRUE,86,flat,Ciutat Vella
1200,2,1,FALSE,FALSE,85,flat,Ciutat Vella
2290,4,2,TRUE,TRUE,180,flat,Gracia
1900,3,1,TRUE,TRUE,125,flat,Gracia
1300,3,2,TRUE,TRUE,100,flat,Gracia
2500,2,2,TRUE,TRUE,72,flat,Gracia
1800,2,1,FALSE,TRUE,100,flat,Gracia
1200,2,1,TRUE,FALSE,77,flat,Gracia
1250,2,2,FALSE,FALSE,75,flat,Gracia
1480,2,2,TRUE,FALSE,100,flat,Gracia
1800,3,2,TRUE,FALSE,100,flat,Gracia
1900,1,1,FALSE,TRUE,80,flat,Gracia
1300,3,1,FALSE,TRUE,85,flat,Gracia
1400,3,2,FALSE,FALSE,125,flat,Gracia
1400,2,1,TRUE,FALSE,55,flat,Gracia
1900,1,1,FALSE,TRUE,80,flat,Gracia
1500,1,1,FALSE,TRUE,94,flat,Gracia
1800,2,1,TRUE,FALSE,100,flat,Gracia
2050,3,2,TRUE,TRUE,177,flat,Gracia
3200,5,3,TRUE,FALSE,208,flat,Gracia
3768,3,2,TRUE,TRUE,117,flat,Gracia
1300,4,1,FALSE,TRUE,85,flat,Gracia
1300,4,1,TRUE,FALSE,107,flat,Les Corts
990,2,1,TRUE,FALSE,74,flat,Eixample
1200,3,2,TRUE,TRUE,77,flat,Sants-Montjuic
900,1,1,TRUE,FALSE,45,flat,Eixample
850,1,1,TRUE,FALSE,50,flat,Ciutat Vella
1000,3,2,TRUE,FALSE,88,flat,Eixample
950,2,1,TRUE,FALSE,45,flat,Eixample
1500,3,2,FALSE,FALSE,92,flat,Sarria-Sant Gervasi
1600,3,2,TRUE,TRUE,100,flat,Sarria-Sant Gervasi
1000,1,2,TRUE,FALSE,50,flat,Eixample
1200,1,1,TRUE,FALSE,50,flat,Eixample
1350,3,1,TRUE,TRUE,120,flat,Eixample
1425,2,2,TRUE,FALSE,88,flat,Les Corts
