Time	User	ID	Text
Fri Apr 08 15:15:38 +0000 2016	SticakiTv	718457281973788672	RT @MarquesAgnes: "Cultures" a " La gent normal" - https://t.co/Hcl3GbL0GR dilluns vinent! #lagentnormal33
Fri Apr 08 12:07:09 +0000 2016	gemm_70	718409848099115008	RT @MarquesAgnes: "Cultures" a " La gent normal" - https://t.co/Hcl3GbL0GR dilluns vinent! #lagentnormal33
Fri Apr 08 11:55:41 +0000 2016	Infancia03	718406961021263872	RT @lagentnormal33: A la Jia els seus pares li recomanen que no es casi amb un català... per què?Dilluns , conviure entre cultures. https:/…
Fri Apr 08 10:03:31 +0000 2016	ejanet15	718378734752018432	RT @CatalunyaPlural: Avui a #lagentnormal33 parlen sobre prostitució. Nosaltres ahir abordàvem el debat sobre la prostitució a Barcelona ht…
Fri Apr 08 09:58:27 +0000 2016	elsectorsocial	718377457989062656	RT @lagentnormal33: A la Jia els seus pares li recomanen que no es casi amb un xinès...per què? Dilluns, conviure entre cultures. https://t…
Fri Apr 08 09:58:03 +0000 2016	elsectorsocial	718377357661364225	RT @lagentnormal33: A la Jia els seus pares li recomanen que no es casi amb un català... per què?Dilluns , conviure entre cultures. https:/…
Fri Apr 08 09:55:03 +0000 2016	canal_33	718376601856131072	RT @lagentnormal33: A la Jia els seus pares li recomanen que no es casi amb un xinès...per què? Dilluns, conviure entre cultures. https://t…
Fri Apr 08 09:50:55 +0000 2016	plaza_pep	718375561966567424	RT @MarquesAgnes: "Cultures" a " La gent normal" - https://t.co/Hcl3GbL0GR dilluns vinent! #lagentnormal33
Fri Apr 08 09:05:16 +0000 2016	lagentnormal33	718364073092636672	A la Jia els seus pares li recomanen que no es casi amb un català... per què?Dilluns , conviure entre cultures. https://t.co/TUkC2E6A8I
Fri Apr 08 09:02:21 +0000 2016	lagentnormal33	718363339592769536	A la Jia els seus pares li recomanen que no es casi amb un xinès...per què? Dilluns, conviure entre cultures. https://t.co/uy9qyLg3NE
Fri Apr 08 08:59:40 +0000 2016	lagentnormal33	718362666092347393	RT @MarquesAgnes: "Cultures" a " La gent normal" - https://t.co/Hcl3GbL0GR dilluns vinent! #lagentnormal33
Fri Apr 08 08:56:20 +0000 2016	francescxavierp	718361824396230656	RT @MarquesAgnes: "Cultures" a " La gent normal" - https://t.co/Hcl3GbL0GR dilluns vinent! #lagentnormal33
Fri Apr 08 08:54:25 +0000 2016	MarquesAgnes	718361342349045760	"Cultures" a " La gent normal" - https://t.co/Hcl3GbL0GR dilluns vinent! #lagentnormal33
Fri Apr 08 01:32:13 +0000 2016	ejanet15	718250059515719681	RT @annapont75: #lagentnormal33  interessantíssim programa x desestigmatitzar la prostitució.
Fri Apr 08 01:31:44 +0000 2016	ejanet15	718249939776745473	RT @Cristinabgrd: Després de #lagentnormal33 interessant recuperar més veus. La prostitució ja està regulada, mal regulada! https://t.co/af…
Fri Apr 08 01:30:06 +0000 2016	ejanet15	718249528005160961	RT @millonariorojo: @MontseNeira @lagentnormal33 @PaulaVip @NataliaxFerrari  A vosotras por dar este gran testimonio de vida
Fri Apr 08 01:30:02 +0000 2016	ejanet15	718249512507195394	RT @millonariorojo: Este lunes no te puedes perder @lagentnormal33 con @MontseNeira...yo no me lo pienso perder 😉 https://t.co/Wx8jvNB8wp
Fri Apr 08 01:29:10 +0000 2016	ejanet15	718249293237350401	RT @xipirona: @ciudadfutura sacar debates superados una y otra vez @lagentnormal33 @PaulaVip
Fri Apr 08 01:29:08 +0000 2016	ejanet15	718249284496396289	RT @xipirona: @ciudadfutura me refiero a superados porque ya se llegó a la conclusión de que debíamos batallar el abolicionismo @lagentnorm…
Fri Apr 08 01:27:49 +0000 2016	ejanet15	718248954555711489	RT @nere_om: @PaulaVip estarem tots i totes més q atentes!! #lagentnormal33 #perunsdretsreconegutsidignes #prostitucióvoluntària #noalatrata
Fri Apr 08 01:27:39 +0000 2016	ejanet15	718248910314172417	RT @samantavillar: En 5min en @lagentnormal33 hablamos sobre la prostitución con @PaulaVip @NataliaxFerrari y otras grandes mujeres https:/…
Fri Apr 08 01:27:35 +0000 2016	ejanet15	718248896170954752	RT @elsectorsocial: Us recomano el programa d'avui de la @lagentnormal33, comença a les 22:05 https://t.co/R05xTCpg6l
Fri Apr 08 01:27:33 +0000 2016	ejanet15	718248884577898496	RT @lagentnormal33: La Paquita va exercir la prostitució a la Barcelona del franquisme. En parla en la vellesa, demà, a #lagentnormal33 htt…
Fri Apr 08 01:27:29 +0000 2016	ejanet15	718248870615113728	RT @okokitsme: #Prostitución y #trabajosexual no necesitan abolicionistas salvadoras @PaulaVip hablará mañana en #lagentnormal33 https://t…
Fri Apr 08 01:27:26 +0000 2016	ejanet15	718248857361084416	RT @ShirleyMcLaren9: #LaGentNormal33
Fri Apr 08 01:27:23 +0000 2016	ejanet15	718248844413247489	RT @wwwlarosacat: #Dones que fan de la #prostitució el seu mitjà de vida perquè així ho volen. Ara a #lagentnormal33 avui #4abril a les 22:…
Fri Apr 08 01:27:21 +0000 2016	ejanet15	718248834200125441	RT @ShirleyMcLaren9: @PaulaVip "El estigma es trenca des-de dins" #lagentnormal33
Fri Apr 08 01:27:15 +0000 2016	ejanet15	718248812209377281	RT @lagentnormal33: "Que una puta digui que és feliç la gent no ho entén" @MontseNeira #lagentnormal33 https://t.co/B8EFnWDNco
Fri Apr 08 01:27:13 +0000 2016	ejanet15	718248801035821056	RT @ShirleyMcLaren9: @samantavillar "Es una feina com cualsevol otra" #lagentnormal33
Fri Apr 08 01:27:09 +0000 2016	ejanet15	718248786317938688	RT @gerardbaiget: Molt interessant el debat de #LaGentNormal33 sobre la prostitució voluntària. Trencant tabús sobre la societat. Ho normal…
Fri Apr 08 01:27:06 +0000 2016	ejanet15	718248774481612801	RT @lasGenera: Empoderamiento! "El estigma se rompe desde dentro" dice @PaulaVip en #lagentnormal33 #PutaFeminista
Fri Apr 08 01:27:04 +0000 2016	ejanet15	718248764125880324	RT @SilCatNa: "No té res a veure una víctima de tracta de blanques, que una dona que ha fet els seus càlculs i decideix prostituïr-se" #lag…
Fri Apr 08 01:27:01 +0000 2016	ejanet15	718248752931319808	RT @SilCatNa: "A mi m'agrada el sexe? Sí. A mi m'agrada follar amb desconeguts? Sí. Ergo, puc ser puta". Què gran, @PaulaVip!!! #LaGentNorm…
Fri Apr 08 01:26:57 +0000 2016	ejanet15	718248735390724097	RT @lasGenera: A más visibilidad menos estigma! #LaGentNormal33 da voz a las trabajadoras sexuales con respeto. Se agradece! #PutaFeminista
Fri Apr 08 01:26:54 +0000 2016	ejanet15	718248721566314496	RT @PedroLuna73: Ahora mismo en @canaI_33 programa sobre prostitución hablando con prostitutas. Es de lógica, y así debería de ser. #LaGe…
Fri Apr 08 01:26:45 +0000 2016	ejanet15	718248682764791808	RT @_MCampos3: "No és el mateix una dona víctima d'un delicte (la trata) que una que lliurement decideix ser prostituta sense coaccions". #…
Fri Apr 08 01:26:39 +0000 2016	ejanet15	718248660191027202	RT @lagentnormal33: " A mi m'agrada el sexe, si, puc fer sexe amb desconeguts,si, ergo puc ser puta" @PaulaVip #lagentnormal33 https://t.co…
Fri Apr 08 01:26:35 +0000 2016	ejanet15	718248644428881920	RT @ShirleyMcLaren9: "El pecat mes gran de una dona es possarle preu a la sexualitat" @martinadlaterra #lagentnormal33 #PutaFeminista
Fri Apr 08 01:26:31 +0000 2016	ejanet15	718248626330460160	RT @PutasIndignadas: "Hay una santidad sobre la sexualidad d las mujeres, hay q entregarla por amor y gratis" @NataliaxFerrari #PutaFeminis…
Fri Apr 08 01:26:28 +0000 2016	ejanet15	718248612673806337	RT @ShirleyMcLaren9: Magnifico ese "take that" para ilustrar ese Rabal de antaño @nuriavchimeno #lagentnormal33 #PutaFeminista
Fri Apr 08 01:26:23 +0000 2016	ejanet15	718248591773605891	RT @PutasIndignadas: Recomendado para escuchar con respeto a las decisiones de las mujeres! #lagentnormal33 #PutaFeminista  https://t.co/b…
Fri Apr 08 01:26:17 +0000 2016	ejanet15	718248567480131584	RT @lagentnormal33: "Els clients de la prostitució són molt fidels" @PaulaVip #lagentnormal33 https://t.co/iH2bN4pQqZ
Fri Apr 08 01:26:14 +0000 2016	ejanet15	718248554620456960	RT @SilCatNa: "Els clients de la prostitució són molt fidels". Algun dia entendrem que la prostitució és molt més que obrir-se de cames #La…
Fri Apr 08 01:26:10 +0000 2016	ejanet15	718248539239890944	RT @paulinafloresr: "Els clients de la prostitució son molt fidels" @PaulaVip #lagentnormal33 #PutaFeminista
Fri Apr 08 01:26:06 +0000 2016	ejanet15	718248520310988800	RT @GIC_UAB: #lagentnormal33 nosaltres decidim què fem, quan ho fem i com ho fem.
Fri Apr 08 01:25:58 +0000 2016	ejanet15	718248486311981058	RT @PutasIndignadas: Efectivamente! Es nuestro cuerpo y nuestras decisiones! #PutaFeminista #lagentnormal33 @carpeamorem @NataliaxFerrari
Fri Apr 08 01:25:55 +0000 2016	ejanet15	718248475314503680	RT @SilCatNa: "Les putes són empresàries. Porten el seu propi negoci. El client ve, i marxa, o es queda, però tu poses les teves normes". #…
Fri Apr 08 01:25:52 +0000 2016	ejanet15	718248464317067264	RT @sandrace_: EMBOBADA escuchando a mis compañeras y sintiéndome muy orgullosa de compartir lucha con éstas guerreras ♥ #PutaFeminista #la…
Fri Apr 08 01:25:49 +0000 2016	ejanet15	718248451000180741	RT @ShirleyMcLaren9: La vulnerabilidad se encuentra en cualquier tipo de trabajo @NataliaxFerrari #lagentnormal33 #PutaFeminista
Fri Apr 08 01:25:43 +0000 2016	ejanet15	718248424869650433	RT @lagentnormal33: "El client ve, es queda, i marxa,  però tu poses les teves normes, sempre" @PaulaVip #lagentnormal33 https://t.co/VDL4e…
Fri Apr 08 01:25:37 +0000 2016	ejanet15	718248400534286337	RT @NuriaGlamEscort: #lagentnormal33 #nosaltresdecidim ...per si algú en tenia algun dubte
Fri Apr 08 01:25:34 +0000 2016	ejanet15	718248386529488897	RT @gnesa_llocs: La (in)formació és bàsica per a fer aquesta feina en condicions de seguretat i autonomia. #PutaFeminista #lagentnormal33 #…
Fri Apr 08 01:25:25 +0000 2016	ejanet15	718248350903103488	RT @MarquesAgnes: A la Paquita, a la @PaulaVip, a la @martinadlaterra i a la @NataliaxFerrari, gràcies per deixar-nos conèixer la vostra vi…
Fri Apr 08 01:25:20 +0000 2016	ejanet15	718248329814097921	RT @McFreiheit: la normalització de la prostitució voluntària és una fita per millorar la situació de dones fortes i lluitadores com les de…
Fri Apr 08 01:25:02 +0000 2016	ejanet15	718248252009803778	RT @HolaMariola: M'agrada @lagentnormal33 pq aporta lectures, testimonis i un look gens previsible. Bravo @MarquesAgnes! #lagentnormal33
Fri Apr 08 01:24:56 +0000 2016	ejanet15	718248226474868737	RT @SilCatNa: La Paula i la Montse, les dues primeres en parlar, són unes dones espectaculars, molt interessants! #LaGentNormal33
Fri Apr 08 01:24:48 +0000 2016	ejanet15	718248193667047425	RT @anna_clua: Ni víctimes ni esclaves: Prostitutes amb veu. Per una esfera pública sense estigmes. Gràcies per la informació #lagentnormal…
Fri Apr 08 01:24:36 +0000 2016	ejanet15	718248145138925570	RT @_Senda: Per si us interessa, sobre l'estigmatització, la @CUPBarcelona vam fer aquest vídeo fa uns mesos #LaGentNormal33 https://t.co/y…
Fri Apr 08 01:24:11 +0000 2016	ejanet15	718248039006277633	RT @gnesa_llocs: Sólo los Derechos pueden enderezar los entuertos. #sexworkiswork #LaGentNormal33 #PutaFeminista
Fri Apr 08 01:23:27 +0000 2016	ejanet15	718247852527497217	RT @gnesa_llocs: UNA CRUZADA MORAL CONTRA LA PROSTITUCION | El estante de la Citi. #LaGentNormal33 #PutaFeminista  https://t.co/uHJ54xuISO
Fri Apr 08 01:22:29 +0000 2016	ejanet15	718247610948182016	RT @dan_haku: #Prostitució per voluntat pròpia.  #lagentnormal33 - https://t.co/V9egtBxTl3
Fri Apr 08 01:22:25 +0000 2016	ejanet15	718247592627466246	RT @ShirleyMcLaren9: @marta9802 @nanferran como pudiste ver en #lagentnormal33 las putas también tenemos parejas e hijxs como bien dijo @ma…
Fri Apr 08 01:22:17 +0000 2016	ejanet15	718247559777673216	RT @yos_xxo: me ha encantado veros en #PutaFeminista #lagentnormal33 @MontseNeira @PaulaVip @ShirleyMcLaren9 @NataliaxFerrari  😍✨👠💖
Fri Apr 08 01:22:12 +0000 2016	ejanet15	718247541456957440	RT @PaulaVip: @RedLibreTrata @MDDONESCAT @tv3cat @MarquesAgnes @lagentnormal33 Dónde está la publicidad de proxenetas?
Fri Apr 08 01:22:03 +0000 2016	ejanet15	718247503670456320	RT @PaulaVip: @MDDONESCAT @lagentnormal33 La prostitució es la meva feina que, com a dona lliure, he triat
Fri Apr 08 01:21:15 +0000 2016	ejanet15	718247298728378368	RT @PatrickVedel: @PaulaVip Brillant intervenció, Paula, a @lagentnormal33 :-). Igualment per a Montse (@MontseNeira), la Natàlia i la Sama…
Thu Apr 07 22:29:19 +0000 2016	Victor_Pelaz	718204030204383232	RT @ciktricstrans: Avui @lagentnormal33 fa a @tv3cat #tv3CompliceTrataMenors protesta en xarxa https://t.co/3gwyhVx6fR
Thu Apr 07 21:39:16 +0000 2016	titerot	718191435737088000	"Com porteu l'envelliment? La clientela es fixa, els clients de la prostitució son molt fidels" #lagentnormal33 :__)
Thu Apr 07 21:18:16 +0000 2016	titerot	718186150431735809	Mentre es dedicava a la prostitució (per voluntat propia) es va treure ciències politiques per tindre un porvenir o_O #lagentnormal33
Thu Apr 07 19:20:37 +0000 2016	eudaldbalcells	718156545268260864	RT @pere_riera: @MarquesAgnes @lagentnormal33 Tots estan força bé però potser el de Sergi López sobre l'orientació sexual es dels millors
Thu Apr 07 19:02:29 +0000 2016	LaliColome	718151978933682176	RT @MarquesAgnes: Galeria d'imatges de les il·lustracions de @lagentnormal33! https://t.co/mLGAgkqe6E N'hi ha cap que us agradi especialmen…
Thu Apr 07 19:02:12 +0000 2016	ELLURBA	718151909132132352	RT @pere_riera: @MarquesAgnes @lagentnormal33 Tots estan força bé però potser el de Sergi López sobre l'orientació sexual es dels millors
Thu Apr 07 18:56:27 +0000 2016	MarquesAgnes	718150461497466881	RT @pere_riera: @MarquesAgnes @lagentnormal33 Tots estan força bé però potser el de Sergi López sobre l'orientació sexual es dels millors
Thu Apr 07 18:53:09 +0000 2016	pere_riera	718149630689677312	@MarquesAgnes @lagentnormal33 Tots estan força bé però potser el de Sergi López sobre l'orientació sexual es dels millors
Thu Apr 07 17:35:02 +0000 2016	MarquesAgnes	718129974843207681	RT @correupedro: @MarquesAgnes @lagentnormal33 Tots són molt bons, però em quedo amb el d'en Sergi Pérez.
Thu Apr 07 16:07:43 +0000 2016	correupedro	718108001337536512	@MarquesAgnes @lagentnormal33 Tots són molt bons, però em quedo amb el d'en Sergi Pérez.
Thu Apr 07 15:30:45 +0000 2016	MarquesAgnes	718098695464624128	RT @gemm_70: @MarquesAgnes El del Josep Torres i el del Sergi Pérez, m'encanten! @lagentnormal33 https://t.co/RDL4R8uN3U
Thu Apr 07 15:23:28 +0000 2016	gemm_70	718096861941407744	@MarquesAgnes El del Josep Torres i el del Sergi Pérez, m'encanten! @lagentnormal33 https://t.co/RDL4R8uN3U
Thu Apr 07 14:57:16 +0000 2016	MarquesAgnes	718090268067688453	RT @cbonamus: @MarquesAgnes @lagentnormal33 Sergi Pérez.
Thu Apr 07 14:47:18 +0000 2016	cbonamus	718087760020705280	@MarquesAgnes @lagentnormal33 Sergi Pérez.
Thu Apr 07 14:40:55 +0000 2016	MiquelAlbana	718086155615469569	@MarquesAgnes @lagentnormal33  Mercè Chimeno sobre la delinqüència.
Thu Apr 07 14:38:44 +0000 2016	lagentnormal33	718085606828539904	RT @MarquesAgnes: Galeria d'imatges de les il·lustracions de @lagentnormal33! https://t.co/mLGAgkqe6E N'hi ha cap que us agradi especialmen…
Thu Apr 07 14:35:28 +0000 2016	MarquesAgnes	718084781909614592	Galeria d'imatges de les il·lustracions de @lagentnormal33! https://t.co/mLGAgkqe6E N'hi ha cap que us agradi especialment? #lagentnormal33
Thu Apr 07 14:16:40 +0000 2016	osc_salazar	718080051074433025	RT @SticakiTv: Ja podeu veure el darrer d'ahir de @lagentnormal33 sobre delinqüència juvenil @canal33 #lagentnormal33 https://t.co/AmfQKzmt…
Thu Apr 07 14:03:20 +0000 2016	SticakiTv	718076698277888000	RT @lagentnormal33: I la setmana que ve.. conviure entre cultures @mathewtree @najatelhachmi #lagentnormal33 https://t.co/RK6LfA4Mzk
Thu Apr 07 12:48:25 +0000 2016	pdelcastillo123	718057841890824193	RT @nuriaparlon: Hoy @teleobjetivotve 40.000 mujeres son cebo de la trata en el conjunto de España @tv3 @lagentnormal33 van de compras con…
Wed Apr 06 23:47:20 +0000 2016	tabalets	717861277058605056	RT @wwwlarosacat: #lagentnormal33 "trata de blanques" @MarquesAgnes? https://t.co/HrFDBykcgv
Wed Apr 06 23:37:19 +0000 2016	ejanet15	717858758337175553	RT @ShirleyMcLaren9: "A mi no em preguntaran mai per que me he fet periodista @samantavillar #lagentnormal33 #putafeminista
Wed Apr 06 23:37:08 +0000 2016	ejanet15	717858708865335296	RT @wwwlarosacat: #lagentnormal33 "trata de blanques" @MarquesAgnes? https://t.co/HrFDBykcgv
Wed Apr 06 23:34:38 +0000 2016	ejanet15	717858081972027392	RT @wwwlarosacat: Dones que fan de la #prostitució el seu mitjà de vida perquè així ho volen. Ara a #lagentnormal33 avui 04/04 a les 22:05,…
Wed Apr 06 23:34:34 +0000 2016	ejanet15	717858066469883904	RT @aleixcosta7: El dia que programes amb la filosofia de #LaGentNormal33 s’emetin a TV3 i no al 33 tindrem uns mitjans més sans i serem un…
Wed Apr 06 23:34:23 +0000 2016	ejanet15	717858020575813632	RT @llambordes: "Els moviments abolicionistes [prostitució] estan en una zona de confort en q creuen tenir la raó absoluta" @PutasIndignada…
Wed Apr 06 23:06:53 +0000 2016	PatrickVedel	717851098061672453	@PaulaVip @lagentnormal33 @MontseNeira I també la Martina :).
Wed Apr 06 22:49:42 +0000 2016	PaulaVip	717846774434635776	RT @PatrickVedel: @PaulaVip Brillant intervenció, Paula, a @lagentnormal33 :-). Igualment per a Montse (@MontseNeira), la Natàlia i la Sama…
Wed Apr 06 22:45:43 +0000 2016	ejanet15	717845773283639296	RT @lagentnormal33: Dilluns que ve... prostitució per voluntat pròpia. T'atraparà des del primer minut @PaulaVip #lagentnormal33 https://t.…
Wed Apr 06 22:02:42 +0000 2016	RedLibreTrata	717834946312798208	RT @MDDONESCAT: Ni una víctima más de la prostitución infantil #tv3complicetractamenors #lagentnormal33 https://t.co/oyBX8UxvGU
Wed Apr 06 22:02:38 +0000 2016	RedLibreTrata	717834928948453376	RT @MDDONESCAT: Tenemos el deber de soñar con un mundo sin prostitución infantil #tv3complicetractamenors #lagentnormal33 https://t.co/n2P5…
Wed Apr 06 22:02:34 +0000 2016	yoli595959	717834913488236544	RT @MDDONESCAT: El cuerpo de las mujeres no está en venta #tv3ContraTractaMenors #lagentnormal33 https://t.co/hzpiu15zMX
Wed Apr 06 22:02:25 +0000 2016	yoli595959	717834876062416896	RT @MDDONESCAT: Par machismo prostitucion es la normalidad y su erradicación un ataque #tv3complicetractamenors #lagentnormal33 https://t.c…
Wed Apr 06 21:58:58 +0000 2016	RedLibreTrata	717834005945708544	RT @MDDONESCAT: Par machismo prostitucion es la normalidad y su erradicación un ataque #tv3complicetractamenors #lagentnormal33 https://t.c…
Wed Apr 06 21:58:53 +0000 2016	RedLibreTrata	717833984571523072	RT @MDDONESCAT: El cuerpo de las mujeres no está en venta #tv3ContraTractaMenors #lagentnormal33 https://t.co/hzpiu15zMX
Wed Apr 06 21:13:27 +0000 2016	PatrickVedel	717822553532809217	@PaulaVip Brillant intervenció, Paula, a @lagentnormal33 :-). Igualment per a Montse (@MontseNeira), la Natàlia i la Samanta Villar ;-)
Wed Apr 06 21:10:24 +0000 2016	PatrickVedel	717821782766579712	RT @lagentnormal33: Dilluns que ve... prostitució per voluntat pròpia. T'atraparà des del primer minut @PaulaVip #lagentnormal33 https://t.…
Wed Apr 06 21:07:55 +0000 2016	PatrickVedel	717821160281481217	RT @DoctoraGlas: #Prostitución por voluntad propia. Que el abolicionismo no censure las voces de las trabajadoras sexuales.  https://t.co/e…
Wed Apr 06 19:50:54 +0000 2016	AlineFuturo	717801777916223488	@jotacall @lagentnormal33 @raulcuevasm @LaraVilanovaS tenemos que hablar ungentr
Wed Apr 06 19:50:00 +0000 2016	AlineFuturo	717801550547124225	@jotacall @lagentnormal33 @raulcuevasm @LaraVilanovaS nesceto hablsrte como hacermo
Wed Apr 06 19:45:42 +0000 2016	Polanskifreixa	717800467632418816	RT @yos_xxo: me ha encantado veros en #PutaFeminista #lagentnormal33 @MontseNeira @PaulaVip @ShirleyMcLaren9 @NataliaxFerrari  😍✨👠💖
Wed Apr 06 19:41:49 +0000 2016	Polanskifreixa	717799490829361152	RT @lagentnormal33: I la setmana que ve.. conviure entre cultures @mathewtree @najatelhachmi #lagentnormal33 https://t.co/RK6LfA4Mzk
Wed Apr 06 18:39:24 +0000 2016	Ovaris2	717783783655809024	RT @TradxAbolicion: La situación de estas "putas felices" solo es posible sobre un pedestal que sujetan miles de mujeres explotadas. #lagen…
Wed Apr 06 17:49:57 +0000 2016	GardenLluis	717771338757369856	RT @HeuraVidal: Una setmana +, interessantissim programa @lagentnormal33 sobre prostitució exercida voluntàriament. Felicitats! i gràcies!…
Wed Apr 06 17:09:34 +0000 2016	PaulaVip	717761177221210113	RT @DoctoraGlas: #Prostitución por voluntad propia. Que el abolicionismo no censure las voces de las trabajadoras sexuales.  https://t.co/e…
Wed Apr 06 17:09:06 +0000 2016	raquelguit	717761060724416512	@nadiux93 fes-me cas i mira'l ;) o recuperan un, ja veuràs que no t'enganyo (i així serem 5 va jajaja) #calité https://t.co/yJHygr7JBJ
Wed Apr 06 15:52:09 +0000 2016	almysha1304	717741691986382848	RT @ejanet15: .Som@s Guapas Som@s Listas Som@s Putas Feministass!!! Gracias a Tod@s  Magnífic@s #LaGentNormal33 #putafemista😉😈✌👊👠👠 https://…
Wed Apr 06 15:46:52 +0000 2016	ejanet15	717740364514344960	RT @PaulaVip: @IUeducacion @tv3cat @MarquesAgnes @lagentnormal33 @RedLibreTrata Si, claro.
Wed Apr 06 15:36:31 +0000 2016	ejanet15	717737759599935490	RT @sandrace_: puticariñas: qué os parece si mañana le damos caña al HT #PutaFeminista junto al HT del programa para comentar? https://t.co…
Wed Apr 06 14:38:20 +0000 2016	alftab3	717723116571652096	RT @LaFallaras: Esto es, según @tv3cat la prostitución!!!! NO T PIERDAS EL VÍDEO Vomito @cupnacional  https://t.co/dVHO7zWUkL
Wed Apr 06 14:16:00 +0000 2016	ELLURBA	717717497387098112	RT @MarquesAgnes: En el pròxim #lagentnormal33: com convivim amb persones d'altres cultures? Haurem d'aclarir d'on som! https://t.co/G5DjSp…
Wed Apr 06 13:52:20 +0000 2016	PatxiBengoa	717711542511341568	RT @PutasIndignadas: "Hay una santidad sobre la sexualidad d las mujeres, hay q entregarla por amor y gratis" @NataliaxFerrari #PutaFeminis…
Wed Apr 06 13:08:18 +0000 2016	ramedteroll	717700461340585984	RT @TradxAbolicion: La situación de estas "putas felices" solo es posible sobre un pedestal que sujetan miles de mujeres explotadas. #lagen…
Wed Apr 06 12:26:17 +0000 2016	Essent_huma	717689885721800709	RT @TradxAbolicion: La prostituida no pone el precio de nada, nada le pertenece, aquí solo manda el mercado, la demanda. Dejen de romantiza…
Wed Apr 06 12:22:02 +0000 2016	gemmabe7	717688816941797376	RT @TradxAbolicion: La razón por la que mujeres y niñas son prostituidas es la demanda masculina. ¡No pensamos hacerle la cama al patriarca…
Wed Apr 06 12:21:01 +0000 2016	Patricia_aries	717688559621111808	RT @TradxAbolicion: La razón por la que mujeres y niñas son prostituidas es la demanda masculina. ¡No pensamos hacerle la cama al patriarca…
Wed Apr 06 12:19:27 +0000 2016	antongonzalopce	717688167986511872	RT @TradxAbolicion: La situación de estas "putas felices" solo es posible sobre un pedestal que sujetan miles de mujeres explotadas. #lagen…
Wed Apr 06 12:19:14 +0000 2016	antongonzalopce	717688112986660864	RT @TradxAbolicion: La prostituida no pone el precio de nada, nada le pertenece, aquí solo manda el mercado, la demanda. Dejen de romantiza…
Wed Apr 06 12:19:07 +0000 2016	antongonzalopce	717688083983032320	RT @TradxAbolicion: La razón por la que mujeres y niñas son prostituidas es la demanda masculina. ¡No pensamos hacerle la cama al patriarca…
Wed Apr 06 11:50:05 +0000 2016	Roger_Capella	717680775173423104	És fantàstica la normalitat amb la qual @lagentnormal33 tracta la prostitució. I és espantós com ho van tractar a 'La Mañana de La 1".
Wed Apr 06 11:00:40 +0000 2016	lagentnormal33	717668337891848192	RT @SticakiTv: Ja podeu veure o tornar a veure @lagentnormal33 d'ahir sobre exercir la prostitució per voluntat pròpia. @canal_33 https://t…
Wed Apr 06 10:42:53 +0000 2016	rb_roi	717663862955356160	Gostei muito deste programa de @lagentnormal33  https://t.co/pGt9qQbtqS
Wed Apr 06 09:53:29 +0000 2016	Nereasola	717651433571676160	RT @PaulaVip: @MDDONESCAT @lagentnormal33 La prostitució es la meva feina que, com a dona lliure, he triat
Wed Apr 06 09:48:36 +0000 2016	PatxiBengoa	717650204384698368	RT @_Senda: Per si us interessa, sobre l'estigmatització, la @CUPBarcelona vam fer aquest vídeo fa uns mesos #LaGentNormal33 https://t.co/y…
Wed Apr 06 09:47:47 +0000 2016	ejanet15	717649999610396672	RT @lagentnormal33: La Paquita va exercir la prostitució a la Barcelona del franquisme. En parla en la vellesa, demà, a #lagentnormal33 htt…
Wed Apr 06 09:47:36 +0000 2016	ejanet15	717649950499336192	RT @lasGenera: Empoderamiento! "El estigma se rompe desde dentro" dice @PaulaVip en #lagentnormal33 #PutaFeminista
Wed Apr 06 09:47:32 +0000 2016	ejanet15	717649934955257856	RT @lasGenera: A más visibilidad menos estigma! #LaGentNormal33 da voz a las trabajadoras sexuales con respeto. Se agradece! #PutaFeminista
Wed Apr 06 09:47:26 +0000 2016	ejanet15	717649911370657794	RT @PutasIndignadas: "Hay una santidad sobre la sexualidad d las mujeres, hay q entregarla por amor y gratis" @NataliaxFerrari #PutaFeminis…
Wed Apr 06 09:47:20 +0000 2016	ejanet15	717649883797327872	RT @ShirleyMcLaren9: Magnifico ese "take that" para ilustrar ese Rabal de antaño @nuriavchimeno #lagentnormal33 #PutaFeminista
Wed Apr 06 09:47:13 +0000 2016	ejanet15	717649854441340928	RT @PutasIndignadas: Recomendado para escuchar con respeto a las decisiones de las mujeres! #lagentnormal33 #PutaFeminista  https://t.co/b…
Wed Apr 06 09:47:09 +0000 2016	ejanet15	717649838796644353	RT @lagentnormal33: "Els clients de la prostitució són molt fidels" @PaulaVip #lagentnormal33 https://t.co/iH2bN4pQqZ
Wed Apr 06 09:47:05 +0000 2016	ejanet15	717649823244165120	RT @SilCatNa: "Els clients de la prostitució són molt fidels". Algun dia entendrem que la prostitució és molt més que obrir-se de cames #La…
Wed Apr 06 09:47:03 +0000 2016	ejanet15	717649814838775808	RT @paulinafloresr: "Els clients de la prostitució son molt fidels" @PaulaVip #lagentnormal33 #PutaFeminista
Wed Apr 06 09:46:57 +0000 2016	ejanet15	717649789333217280	RT @PutasIndignadas: Efectivamente! Es nuestro cuerpo y nuestras decisiones! #PutaFeminista #lagentnormal33 @carpeamorem @NataliaxFerrari
Wed Apr 06 09:46:55 +0000 2016	ejanet15	717649779573006337	RT @SilCatNa: "Les putes són empresàries. Porten el seu propi negoci. El client ve, i marxa, o es queda, però tu poses les teves normes". #…
